moisture,pH,EC,nitrogen,phosphorus,potassium,soilTemperature,airTemperature,airHumidity,soilHealth
42.08,7.39,2.14,42.29,28.49,36.03,30.14,31.32,81.8,Moderate
55.93,7.96,2.09,41.82,1.33,24.41,31.7,33.67,42.64,Moderate
92.67,4.74,2.73,34.85,6.83,20.96,18.09,36.2,34.5,Needs Attention
47.93,6.9,1.04,60.7,39.5,48.26,24.58,26.61,60.18,Healthy
33.51,8.38,1.93,39.97,15.84,23.49,30.83,32.04,94.33,Moderate
46.66,6.45,1.44,54.04,32.09,35.61,19.58,29.22,68.2,Healthy
89.23,8.42,2.7,17.27,13.74,20.41,35.45,36.44,94.03,Needs Attention
15.29,5.43,0.54,21.28,12.03,12.88,16.72,36.86,96.28,Needs Attention
39.54,6.62,1.63,65.53,42.12,57.47,27.69,27.23,84.31,Healthy
47.24,8.2,2.05,43.72,19.85,31.63,33.54,34.52,78.76,Moderate
47.63,6.6,1.51,62.11,41.59,40.21,22.0,28.2,85.25,Healthy
36.51,6.57,1.49,72.08,33.24,56.9,23.1,25.66,64.1,Healthy
89.6,8.42,0.1,18.55,11.12,13.3,16.48,17.57,34.64,Needs Attention
13.24,4.54,0.59,14.03,12.91,24.08,16.86,38.73,31.91,Needs Attention
42.24,6.71,1.02,29.93,25.32,24.07,29.91,33.07,42.87,Moderate
21.8,8.59,0.53,12.75,14.16,24.6,16.6,38.13,33.05,Needs Attention
31.1,5.56,2.15,20.46,32.21,44.95,30.82,31.19,49.15,Moderate
85.73,8.36,0.48,32.05,9.9,6.07,16.56,16.83,99.05,Needs Attention
54.92,6.26,1.56,62.04,31.0,41.1,25.61,33.22,69.35,Healthy
93.73,8.56,2.8,21.61,11.23,23.41,12.65,22.18,36.94,Needs Attention
27.91,8.06,2.13,45.82,28.62,35.52,29.23,30.87,29.68,Moderate
32.13,7.4,0.66,32.94,10.86,26.69,30.58,39.27,48.09,Moderate
52.02,6.15,1.45,67.0,39.62,42.15,24.41,29.59,83.48,Healthy
92.05,8.45,2.75,28.69,14.81,16.45,31.66,38.5,35.81,Needs Attention
80.36,7.55,0.88,39.83,12.35,10.6,34.3,31.29,72.72,Moderate
20.56,5.09,2.44,20.22,15.38,6.35,37.02,16.1,95.54,Needs Attention
17.02,4.87,2.79,9.65,16.6,10.88,32.64,18.08,29.0,Needs Attention
53.75,6.68,1.84,53.82,41.43,58.07,22.32,26.78,69.6,Healthy
33.65,7.68,1.87,32.83,4.3,18.46,31.19,39.94,36.29,Moderate
66.75,7.82,1.86,24.05,14.4,29.81,32.79,31.33,55.24,Moderate
59.41,6.66,1.55,52.6,32.75,56.61,26.93,29.44,60.41,Healthy
55.27,6.79,1.54,56.13,43.09,44.7,29.45,19.83,77.14,Healthy
89.09,8.26,2.65,8.86,13.16,27.25,13.94,33.47,25.22,Needs Attention
28.36,7.61,1.36,24.16,26.62,25.31,33.0,39.84,89.06,Moderate
66.21,7.18,1.51,59.1,42.39,56.94,23.47,24.47,81.29,Healthy
47.76,6.86,1.98,60.06,63.86,64.65,24.63,27.87,69.13,Healthy
53.09,7.17,1.85,59.93,29.81,39.42,20.96,25.07,72.34,Healthy
42.99,6.47,0.96,66.66,39.27,48.49,23.75,28.76,67.68,Healthy
52.92,6.22,1.73,67.4,39.05,35.44,22.47,27.19,61.11,Healthy
89.75,5.69,0.61,21.36,13.08,19.7,35.51,35.77,92.94,Needs Attention
65.68,5.62,1.7,46.37,14.82,32.36,28.45,35.55,80.05,Moderate
71.05,5.36,0.85,26.38,28.19,26.72,33.64,30.68,86.4,Moderate
87.71,4.84,0.32,30.1,14.33,18.49,15.94,17.82,96.78,Needs Attention
72.01,8.21,2.05,17.48,25.5,28.35,31.67,35.39,86.12,Moderate
6.16,5.21,2.81,21.69,17.27,19.03,13.38,40.59,94.14,Needs Attention
45.58,6.64,1.57,44.7,58.75,52.21,27.13,25.26,77.17,Healthy
93.21,5.6,0.5,19.63,18.88,14.82,36.19,18.94,31.78,Needs Attention
9.25,8.48,2.88,23.96,16.91,32.08,34.08,40.66,29.89,Needs Attention
55.85,7.03,1.44,39.61,47.22,41.78,23.6,25.28,59.04,Healthy
41.66,7.44,1.66,56.42,40.44,54.67,20.43,34.89,72.4,Healthy
62.74,7.09,1.34,48.35,27.45,76.15,22.19,23.21,74.41,Healthy
85.21,4.85,2.5,14.16,7.14,18.4,17.25,16.81,33.02,Needs Attention
84.46,8.23,0.5,16.01,16.2,23.74,13.9,35.1,93.39,Needs Attention
75.01,5.87,0.98,45.56,18.75,37.82,26.11,37.69,27.19,Moderate
44.66,6.94,1.37,66.81,38.23,40.85,28.05,30.71,63.4,Healthy
73.15,7.69,2.02,30.88,19.78,35.08,30.66,38.01,46.65,Moderate
54.71,7.18,1.2,70.81,39.64,67.92,24.51,20.86,79.64,Healthy
54.78,6.51,1.27,54.94,46.47,45.75,24.73,28.21,74.31,Healthy
29.3,5.65,1.23,31.99,23.83,25.84,35.15,31.72,51.88,Moderate
13.1,8.42,2.84,24.82,0.21,17.56,15.79,38.81,95.93,Needs Attention
34.31,7.09,1.5,69.61,46.42,56.99,26.49,27.45,83.75,Healthy
78.93,4.98,2.74,28.68,2.66,24.08,30.91,22.35,94.66,Needs Attention
41.13,6.8,1.49,69.86,36.45,42.11,24.47,25.98,68.7,Healthy
46.52,7.15,1.52,44.93,38.8,53.16,22.41,23.88,62.33,Healthy
43.27,5.44,2.16,33.53,15.01,19.16,32.12,25.17,44.25,Moderate
42.24,6.69,0.97,63.59,46.79,42.04,28.09,24.84,68.92,Healthy
69.73,7.98,2.54,37.01,27.29,24.61,32.6,30.73,81.42,Moderate
51.64,6.26,1.59,47.17,42.7,45.47,18.59,29.99,81.46,Healthy
50.53,7.02,1.49,65.63,35.04,49.85,25.35,28.17,66.3,Healthy
46.23,6.35,1.63,51.88,48.21,32.02,23.08,28.79,76.44,Healthy
49.73,6.58,1.76,73.51,50.04,43.47,23.26,32.44,74.17,Healthy
68.01,8.27,1.03,41.67,25.41,42.08,28.83,32.78,84.14,Moderate
48.78,6.71,1.73,70.33,41.17,72.63,24.97,30.1,71.1,Healthy
32.63,8.02,1.89,37.17,14.04,28.08,35.48,30.09,51.08,Moderate
54.68,6.61,0.98,64.92,54.0,63.3,19.53,22.46,64.39,Healthy
58.58,6.98,1.09,49.59,37.8,59.8,24.45,30.41,83.84,Healthy
39.5,7.21,1.88,55.64,42.85,63.86,29.39,31.67,56.38,Healthy
50.8,6.61,1.31,54.3,43.71,58.39,23.92,29.85,71.29,Healthy
40.59,7.71,2.27,30.22,15.63,18.99,26.59,37.66,81.78,Moderate
50.56,6.5,1.18,62.22,28.39,60.06,25.71,25.8,71.43,Healthy
24.65,5.64,2.12,49.72,36.44,25.9,29.72,32.85,93.89,Moderate
65.95,6.66,1.49,73.19,42.04,44.51,26.33,25.71,74.6,Healthy
58.97,7.05,1.27,77.07,56.3,48.2,24.9,29.78,54.25,Healthy
49.3,6.92,1.84,62.67,33.27,64.55,22.8,26.91,67.74,Healthy
5.17,8.27,2.84,20.84,8.59,24.36,16.25,17.14,94.87,Needs Attention
100.0,4.67,0.48,20.13,19.78,18.21,16.64,17.6,92.36,Needs Attention
81.68,8.16,0.66,32.11,41.4,37.85,33.28,36.23,40.47,Moderate
64.81,8.22,1.95,31.17,10.82,22.89,35.4,33.64,44.33,Moderate
45.11,6.59,1.42,47.16,35.09,40.6,25.36,28.06,56.08,Healthy
30.55,5.98,1.71,28.9,20.0,29.96,35.55,35.45,77.57,Moderate
71.04,8.45,0.51,31.78,32.06,31.8,32.09,35.3,43.99,Moderate
81.53,8.43,2.88,11.19,6.44,21.49,16.52,16.68,25.82,Needs Attention
59.91,6.72,1.46,75.22,52.98,51.92,23.37,31.39,79.2,Healthy
6.58,4.94,2.75,13.09,16.24,17.66,37.35,35.34,32.97,Needs Attention
53.6,7.01,0.97,46.73,44.44,54.11,26.94,22.37,67.72,Healthy
15.38,5.18,0.37,30.13,7.68,31.45,33.47,38.85,26.15,Needs Attention
33.19,6.38,2.12,43.89,54.21,55.45,24.8,24.75,63.89,Healthy
79.58,6.09,2.07,32.93,20.09,25.46,32.32,35.94,88.88,Moderate
8.22,8.94,0.48,20.61,6.3,28.91,13.62,20.52,27.06,Needs Attention
46.14,6.44,1.6,60.01,49.56,70.87,26.19,28.35,78.66,Healthy
51.01,6.84,1.57,58.69,47.56,39.32,24.18,32.36,68.83,Healthy
89.57,8.36,0.34,20.25,21.25,14.6,36.41,16.12,31.98,Needs Attention
59.78,6.74,1.46,57.83,27.07,57.03,22.45,23.21,56.28,Healthy
85.21,5.06,2.69,16.89,7.83,15.14,15.51,16.96,27.44,Needs Attention
22.25,7.94,1.2,30.3,24.96,31.36,29.11,33.54,41.51,Moderate
53.31,7.14,1.22,49.09,44.12,51.62,22.27,31.28,74.69,Healthy
64.69,7.9,0.97,38.62,13.96,23.87,30.22,37.42,29.53,Moderate
42.9,7.35,1.54,58.17,43.2,55.91,29.14,28.56,76.87,Healthy
43.89,6.5,1.2,62.23,36.24,57.96,26.35,27.74,80.16,Healthy
91.13,4.81,2.82,13.43,10.94,17.6,37.04,19.22,92.16,Needs Attention
49.59,7.68,0.96,47.02,21.9,38.04,30.96,39.13,44.29,Moderate
97.38,5.1,2.86,13.39,10.86,13.37,18.48,38.97,96.77,Needs Attention
73.04,5.97,2.18,41.2,12.81,25.71,34.48,34.05,87.73,Moderate
51.05,6.62,1.7,67.82,37.45,35.18,21.29,26.9,57.92,Healthy
73.4,5.82,2.1,36.68,27.12,23.44,32.87,27.43,91.95,Moderate
72.4,7.89,0.66,41.19,24.22,24.14,29.31,29.75,87.56,Moderate
32.95,5.55,0.55,12.85,23.03,28.94,27.26,35.52,87.21,Moderate
69.77,5.26,0.71,34.04,25.81,44.12,31.95,38.53,49.83,Moderate
14.22,8.18,2.73,15.92,8.63,18.01,38.13,22.14,98.55,Needs Attention
88.5,5.05,0.57,25.81,12.24,30.56,35.09,36.14,95.36,Needs Attention
54.87,6.73,1.55,61.06,34.13,69.99,22.58,22.0,73.45,Healthy
3.8,4.71,2.88,14.78,19.01,4.63,15.26,21.3,97.73,Needs Attention
44.81,7.48,1.42,62.51,38.38,51.35,23.44,31.27,72.4,Healthy
8.16,8.34,2.84,20.33,2.82,23.73,14.39,18.76,27.7,Needs Attention
67.93,5.98,0.61,26.18,18.19,15.82,30.68,34.12,85.69,Moderate
37.24,5.64,0.45,51.54,31.23,15.17,33.64,31.22,36.26,Moderate
37.62,8.3,0.66,42.3,15.42,20.39,31.2,31.79,93.43,Moderate
36.19,7.05,1.72,51.66,48.24,36.16,24.56,26.62,72.79,Healthy
41.83,6.82,1.12,70.84,41.26,45.03,21.86,25.1,57.94,Healthy
8.04,8.45,2.89,32.12,13.22,25.6,37.63,37.47,95.46,Needs Attention
6.16,4.85,0.39,21.53,14.92,18.11,17.32,37.05,92.66,Needs Attention
26.3,7.81,2.01,37.66,25.98,33.75,29.28,33.63,87.48,Moderate
59.66,4.73,0.7,38.98,32.68,42.48,34.72,32.58,90.97,Moderate
37.96,6.69,1.91,61.36,47.23,42.9,23.99,27.61,65.47,Healthy
92.68,4.91,0.29,29.57,5.99,18.89,16.87,38.89,95.41,Needs Attention
55.35,6.87,1.76,66.04,29.9,65.33,24.39,31.62,76.56,Healthy
80.87,6.01,0.92,24.52,21.96,28.22,37.86,35.37,44.99,Moderate
10.1,4.99,0.2,25.5,11.06,11.66,34.38,39.13,95.08,Needs Attention
30.41,6.64,1.45,53.53,57.37,70.24,27.08,24.22,89.29,Healthy
32.65,6.78,2.01,65.95,38.62,40.42,28.58,26.52,65.94,Healthy
61.22,5.01,0.54,37.04,25.34,21.21,31.5,35.06,54.0,Moderate
22.84,8.26,0.25,49.89,16.39,29.03,36.1,33.65,79.4,Moderate
25.85,7.37,1.96,29.61,41.04,23.4,31.07,31.14,86.95,Moderate
10.34,8.75,0.12,20.89,14.25,24.76,36.17,33.58,96.84,Needs Attention
61.6,5.79,1.88,29.44,21.63,27.05,31.32,32.23,41.26,Moderate
11.48,4.56,0.51,17.43,8.54,21.13,38.07,16.93,34.6,Needs Attention
63.67,5.63,1.03,42.61,21.87,24.47,32.68,33.42,41.41,Moderate
53.16,6.69,1.23,51.3,36.69,42.01,22.73,28.93,69.93,Healthy
52.86,6.74,1.59,59.87,37.3,31.74,25.82,25.88,79.0,Healthy
38.39,6.66,1.24,36.74,39.15,53.99,27.05,23.58,72.8,Healthy
81.58,4.7,0.53,28.52,9.58,16.82,16.81,19.51,93.93,Needs Attention
84.54,5.22,0.57,25.47,9.97,10.49,15.89,39.38,95.99,Needs Attention
66.21,8.13,0.99,24.59,18.26,38.65,33.22,34.08,45.63,Moderate
52.29,7.18,1.16,58.4,38.16,47.71,23.07,27.47,78.46,Healthy
50.21,7.21,1.73,60.3,36.09,72.63,26.2,28.78,60.01,Healthy
68.84,5.76,0.4,50.57,10.0,29.66,34.21,29.59,36.27,Moderate
90.67,8.75,2.68,23.99,9.18,14.92,36.56,15.99,24.13,Needs Attention
92.82,5.56,0.44,25.61,14.25,9.15,36.0,37.58,31.28,Needs Attention
35.17,6.35,1.3,73.04,52.16,61.6,27.58,24.88,58.36,Healthy
57.64,5.8,2.44,49.03,20.96,21.9,34.05,37.22,91.3,Moderate
100.0,8.82,2.73,17.81,15.51,13.12,32.41,18.35,93.67,Needs Attention
77.92,5.67,2.38,45.09,15.45,29.77,30.8,36.69,41.65,Moderate
69.95,6.62,1.94,56.43,50.69,68.97,21.94,25.55,62.7,Healthy
30.72,7.48,0.89,13.31,19.76,36.56,30.19,31.29,82.2,Moderate
47.05,6.53,1.13,72.85,59.5,41.73,22.99,23.76,80.02,Healthy
92.37,8.59,2.51,12.23,13.31,8.79,34.13,21.4,31.82,Needs Attention
27.12,5.93,1.24,27.86,27.6,36.62,29.54,32.56,42.27,Moderate
14.01,8.83,2.85,6.48,19.31,16.0,16.5,35.57,95.33,Needs Attention
19.49,7.44,1.98,44.03,23.26,37.35,27.78,32.43,91.17,Moderate
62.62,8.35,0.73,34.87,14.49,38.4,32.05,31.79,97.08,Moderate
26.53,5.65,2.3,40.36,20.76,30.11,33.05,36.0,32.63,Moderate
70.64,5.76,0.84,38.19,15.52,39.26,36.47,32.37,53.48,Moderate
31.37,8.1,2.18,37.89,20.53,32.52,31.15,32.75,86.1,Moderate
27.79,7.34,2.08,29.98,22.94,23.18,33.08,28.61,90.52,Moderate
87.98,4.75,2.69,20.35,8.51,11.25,37.23,38.19,96.78,Needs Attention
73.93,5.11,2.24,17.45,24.72,39.7,31.45,34.15,91.07,Moderate
63.06,7.2,1.43,69.67,39.23,36.46,28.26,30.39,71.72,Healthy
27.98,8.36,2.12,48.84,36.72,28.71,35.85,36.58,45.71,Moderate
47.24,6.63,2.08,50.88,29.26,65.78,24.37,27.85,92.08,Healthy
31.55,5.56,0.94,36.0,32.57,26.98,31.38,36.34,88.31,Moderate
88.47,8.37,0.34,13.44,13.68,15.98,15.55,36.77,95.17,Needs Attention
50.12,6.83,1.52,70.61,43.87,39.72,25.01,28.75,83.36,Healthy
78.6,5.46,1.39,35.89,30.64,39.29,30.49,34.07,67.56,Moderate
89.28,8.72,0.18,16.81,9.99,18.19,33.13,17.58,100.0,Needs Attention
48.93,6.61,1.67,55.26,50.17,46.05,23.31,29.37,72.9,Healthy
11.81,8.64,0.31,32.46,17.12,10.94,16.9,35.46,97.45,Needs Attention
34.02,7.33,1.36,51.82,50.86,61.79,25.18,29.31,61.61,Healthy
54.99,6.32,1.58,55.0,43.34,51.8,20.74,24.86,50.29,Healthy
14.1,8.49,2.93,13.82,13.34,20.93,15.71,16.87,94.66,Needs Attention
89.43,5.17,2.67,20.51,9.9,7.62,37.04,21.56,95.12,Needs Attention
68.66,6.82,1.37,54.25,32.28,56.48,23.26,28.55,63.6,Healthy
49.52,6.59,1.26,68.81,23.16,49.94,23.33,28.26,58.91,Healthy
54.88,6.91,1.83,51.63,34.83,51.07,23.99,29.59,62.51,Healthy
60.68,7.05,1.66,58.3,49.13,67.71,26.52,25.29,71.64,Healthy
39.64,6.41,1.61,64.49,31.6,58.76,25.64,31.53,77.12,Healthy
7.52,8.32,0.32,13.93,4.55,20.51,35.06,22.28,94.02,Needs Attention
57.02,6.44,1.18,65.76,37.64,60.56,24.58,32.63,78.8,Healthy
33.56,6.23,2.36,22.94,33.9,24.58,36.34,39.06,52.22,Moderate
77.26,7.44,2.41,18.38,21.41,33.28,37.01,32.5,99.81,Moderate
55.89,7.05,1.56,59.37,48.34,50.65,23.06,22.34,75.83,Healthy
42.22,7.66,1.19,45.91,23.36,26.76,34.71,38.06,43.37,Moderate
36.66,6.86,1.74,46.49,32.98,55.86,24.49,25.24,60.49,Healthy
48.02,7.22,1.28,53.67,52.86,48.24,23.33,25.01,54.61,Healthy
91.06,8.61,2.96,18.33,14.16,15.12,17.96,36.13,30.82,Needs Attention
90.03,6.14,2.21,29.98,8.8,18.18,33.08,35.12,98.9,Moderate
13.83,4.9,2.68,21.12,10.32,17.63,19.74,34.73,94.26,Needs Attention
1.55,5.13,0.38,26.9,18.24,28.63,34.4,40.67,93.99,Needs Attention
36.52,7.66,2.61,18.19,24.93,39.18,32.99,35.41,48.24,Moderate
39.28,5.71,2.2,11.7,24.73,41.61,33.97,28.69,78.72,Moderate
100.0,4.85,2.85,14.82,17.54,20.17,18.82,37.6,93.63,Needs Attention
48.54,7.15,1.71,79.66,39.81,54.89,25.12,27.6,82.17,Healthy
7.64,4.95,0.31,27.15,9.87,21.14,13.0,40.05,94.18,Needs Attention
15.3,7.64,2.44,23.08,24.11,32.27,34.4,33.67,43.79,Moderate
75.84,5.65,1.75,33.11,12.42,26.7,31.64,30.74,55.28,Moderate
31.03,6.01,2.47,9.28,33.29,33.64,35.34,31.06,100.0,Moderate
20.65,6.07,0.76,35.27,11.63,27.36,35.19,35.31,88.79,Moderate
14.57,8.91,2.8,23.95,19.33,7.26,16.38,18.92,93.96,Needs Attention
7.31,8.44,0.3,24.62,11.27,21.81,35.47,35.63,95.42,Needs Attention
20.19,8.69,2.85,17.22,12.43,14.54,34.04,35.8,36.91,Needs Attention
23.61,7.89,1.97,52.19,30.92,29.37,36.49,32.04,36.06,Moderate
25.3,4.94,2.1,32.27,20.35,31.42,35.8,32.71,32.91,Moderate
41.21,6.62,1.64,43.61,29.19,35.24,24.51,20.49,56.11,Healthy
18.64,8.67,0.41,27.03,11.96,17.71,14.61,15.67,25.19,Needs Attention
48.97,7.32,1.54,61.96,39.71,49.75,20.88,23.22,73.61,Healthy
65.3,7.13,1.73,62.09,32.41,39.32,24.25,29.09,76.88,Healthy
96.52,4.68,2.71,21.44,5.82,23.99,31.01,35.06,96.8,Needs Attention
56.05,6.9,1.31,68.9,32.35,51.65,22.96,29.23,77.79,Healthy
68.05,7.86,0.61,38.56,25.03,24.9,28.77,37.08,46.64,Moderate
91.41,4.92,2.83,17.96,14.97,18.37,14.82,39.11,23.63,Needs Attention
85.61,4.94,0.34,15.45,4.53,16.95,34.35,18.29,38.67,Needs Attention
29.44,5.38,0.82,35.87,18.48,37.22,32.2,36.66,100.0,Moderate
67.47,6.52,2.58,29.57,31.36,36.49,33.5,33.62,82.95,Moderate
73.15,8.03,0.71,42.05,35.01,16.13,32.21,32.65,72.9,Moderate
83.54,4.56,2.86,29.61,20.73,23.61,14.75,33.19,92.25,Needs Attention
34.41,7.12,2.72,31.38,4.35,24.5,27.46,32.41,94.52,Moderate
48.14,6.58,1.71,58.11,45.94,49.04,23.48,29.47,78.05,Healthy
11.62,8.62,2.63,21.69,12.84,9.46,37.31,14.74,95.81,Needs Attention
53.46,6.82,1.64,42.17,50.51,46.76,24.16,21.72,71.07,Healthy
76.64,5.43,0.84,31.88,22.62,27.66,32.53,31.33,32.26,Moderate
32.85,6.33,0.45,39.65,29.97,26.31,32.88,33.69,41.88,Moderate
43.47,6.99,1.89,37.95,22.77,39.85,23.4,26.21,73.14,Healthy
43.66,5.19,1.85,38.8,26.28,34.31,30.46,34.72,34.96,Moderate
49.86,6.52,1.59,71.97,61.56,42.59,24.16,21.28,78.12,Healthy
18.36,4.54,0.37,19.58,16.81,24.32,16.74,38.53,99.06,Needs Attention
90.04,8.29,0.65,22.17,10.63,16.39,21.15,16.12,97.28,Needs Attention
17.81,8.41,2.73,23.24,10.98,23.03,33.85,17.58,97.69,Needs Attention
8.59,4.86,2.7,32.61,8.02,24.75,33.75,37.93,98.06,Needs Attention
47.93,6.32,1.56,71.81,40.85,37.56,22.22,27.66,54.3,Healthy
59.2,6.45,1.56,47.21,38.71,56.47,18.49,25.4,75.86,Healthy
58.58,7.05,1.67,59.14,39.24,54.72,22.59,30.34,58.23,Healthy
36.12,7.51,0.78,42.35,11.83,39.75,30.44,27.84,85.85,Moderate
62.02,5.6,2.31,53.86,25.05,28.38,29.17,36.95,77.46,Moderate
75.78,4.81,2.63,15.37,15.95,18.47,15.95,38.75,97.18,Needs Attention
26.82,7.72,2.11,47.48,40.75,26.46,32.74,36.6,38.04,Moderate
62.53,6.69,1.06,51.15,54.46,66.34,26.85,29.1,78.42,Healthy
48.75,6.7,1.28,64.26,45.9,48.94,23.71,23.85,74.29,Healthy
54.38,6.98,0.78,57.33,56.67,65.26,19.88,26.06,61.19,Healthy
4.64,8.74,0.41,13.27,18.46,13.46,19.44,37.2,25.73,Needs Attention
47.46,6.84,1.13,62.89,48.37,55.24,20.58,23.89,70.89,Healthy
87.56,4.8,2.85,24.92,14.55,23.06,35.82,20.48,41.33,Needs Attention
55.45,6.84,1.52,53.35,35.77,54.62,21.5,25.19,63.56,Healthy
91.64,8.39,0.39,17.12,16.57,15.41,35.78,38.33,94.47,Needs Attention
71.27,8.56,0.6,53.84,17.73,25.83,31.73,34.48,94.67,Moderate
67.21,7.52,0.55,43.12,27.19,23.93,32.25,36.02,100.0,Moderate
44.49,6.96,1.45,53.95,37.14,46.48,23.8,26.98,77.99,Healthy
33.99,6.73,1.92,48.74,47.13,62.48,26.3,32.99,80.6,Healthy
47.88,6.4,1.35,61.79,38.19,53.4,24.08,32.19,83.96,Healthy
30.42,8.19,2.14,48.92,19.71,26.0,31.0,36.68,91.21,Moderate
55.61,7.34,1.82,77.04,40.34,48.48,25.72,26.29,56.34,Healthy
60.97,6.49,0.99,63.91,25.95,36.28,20.41,20.99,81.52,Healthy
6.51,8.43,2.71,29.56,11.31,25.08,32.07,16.8,29.55,Needs Attention
13.59,8.74,0.5,21.85,8.02,22.68,17.69,33.57,29.33,Needs Attention
75.41,5.76,1.84,51.03,15.78,23.52,30.36,28.55,83.42,Moderate
73.71,5.45,0.81,27.82,24.27,24.56,30.44,33.05,85.6,Moderate
55.07,5.57,2.07,40.01,31.68,25.98,31.88,38.32,90.62,Moderate
93.4,8.51,0.33,14.64,3.03,20.76,39.5,19.53,32.97,Needs Attention
12.1,8.19,0.37,31.25,6.45,11.4,32.71,39.93,31.19,Needs Attention
23.12,8.39,2.21,40.52,15.42,26.28,33.12,28.09,84.05,Moderate
44.17,7.16,1.84,69.43,47.66,52.6,27.04,28.07,89.53,Healthy
11.48,8.33,0.63,25.73,13.86,20.01,16.1,37.48,99.63,Needs Attention
6.79,5.38,2.67,22.84,5.75,14.57,32.91,17.5,26.87,Needs Attention
50.03,6.77,1.02,82.75,36.13,66.95,20.55,25.2,79.55,Healthy
37.48,6.64,1.49,48.08,45.24,60.85,23.18,29.18,71.01,Healthy
53.46,6.18,1.58,46.72,52.14,48.04,28.13,26.37,69.72,Healthy
98.99,5.07,0.54,30.78,14.26,18.69,34.9,37.18,25.41,Needs Attention
30.12,7.98,2.22,37.6,26.39,25.2,29.36,37.43,56.46,Moderate
34.21,7.92,0.38,28.65,41.58,37.2,35.48,35.52,94.27,Moderate
64.67,5.33,1.22,25.89,20.33,43.46,31.65,35.29,97.79,Moderate
58.48,6.89,1.39,84.89,32.6,59.73,25.11,33.04,75.48,Healthy
42.7,7.0,1.15,60.68,29.02,45.93,26.06,25.64,62.29,Healthy
82.77,5.01,2.63,24.06,19.92,8.29,14.1,38.67,95.55,Needs Attention
34.86,8.59,1.7,38.07,9.55,24.35,33.56,32.85,79.89,Moderate
35.79,6.97,1.79,35.59,30.6,60.53,23.82,31.16,79.71,Healthy
34.04,7.85,2.12,34.36,26.65,32.72,31.07,32.14,92.61,Moderate
56.97,6.48,1.45,53.65,41.25,44.32,20.69,25.28,84.43,Healthy
11.98,8.61,0.54,19.0,11.64,18.14,18.29,15.59,28.49,Needs Attention
41.62,7.12,1.49,59.23,44.22,50.36,24.35,28.37,79.28,Healthy
4.88,5.23,0.52,24.63,17.32,19.71,34.53,38.17,94.16,Needs Attention
13.0,4.56,3.0,23.89,16.4,15.3,16.2,36.74,35.52,Needs Attention
32.35,7.68,2.01,24.3,21.11,26.64,28.55,33.28,46.88,Moderate
50.96,6.22,0.94,39.51,39.64,48.92,25.87,26.41,80.89,Healthy
54.12,6.97,1.69,56.92,36.83,68.33,17.54,27.19,75.87,Healthy
19.72,8.42,0.42,36.27,15.16,18.28,13.18,16.63,95.15,Needs Attention
74.19,8.44,0.47,32.52,31.3,27.25,33.02,29.8,47.14,Moderate
51.09,6.64,1.19,64.24,24.18,40.14,21.84,25.49,83.69,Healthy
41.85,6.9,1.7,53.64,33.67,57.3,20.8,23.74,66.0,Healthy
87.31,5.13,2.72,23.41,12.31,22.54,15.71,18.14,97.76,Needs Attention
33.9,7.49,2.56,24.98,13.35,19.2,33.56,32.19,86.49,Moderate
56.99,7.29,1.07,43.79,37.43,52.41,24.0,22.07,82.36,Healthy
17.03,8.13,2.66,24.79,11.86,17.95,16.12,36.23,28.84,Needs Attention
58.12,6.32,1.26,60.29,52.54,41.96,24.87,27.47,77.92,Healthy
17.06,8.35,2.39,23.62,12.57,17.41,15.58,16.41,95.79,Needs Attention
36.37,6.73,1.15,69.19,54.55,58.38,22.9,27.07,74.61,Healthy
17.67,5.56,0.87,46.83,27.68,23.1,33.7,35.6,93.94,Moderate
66.2,7.64,0.9,34.05,21.52,33.03,29.48,31.75,86.98,Moderate
61.04,7.19,1.75,19.12,43.52,54.12,24.41,28.83,74.35,Healthy
28.25,5.73,2.13,35.3,21.28,43.58,34.52,34.72,82.23,Moderate
53.5,7.28,1.26,57.11,36.42,46.28,25.17,26.26,59.16,Healthy
50.45,7.03,1.77,65.91,32.46,50.91,24.76,27.92,76.4,Healthy
14.67,8.63,0.44,33.46,11.2,9.75,13.85,22.89,97.84,Needs Attention
1.77,8.55,0.62,19.16,13.63,15.31,19.06,19.63,95.85,Needs Attention
55.62,6.83,1.54,67.79,44.44,51.94,19.28,28.54,63.79,Healthy
26.79,5.22,2.27,28.53,33.44,40.07,31.87,29.48,84.62,Moderate
51.08,6.48,1.52,45.7,46.36,48.18,21.8,25.9,68.39,Healthy
58.03,6.49,1.26,54.41,38.16,50.78,26.91,30.51,69.67,Healthy
97.24,8.28,0.3,9.12,12.07,10.77,16.02,37.36,30.33,Needs Attention
38.88,6.7,1.37,52.05,30.49,57.19,25.99,23.8,63.65,Healthy
56.55,6.67,1.08,52.92,38.31,52.12,24.56,31.11,60.4,Healthy
37.01,5.99,0.67,30.39,13.62,46.91,31.76,35.61,37.64,Moderate
37.06,5.91,1.28,29.6,20.37,34.47,32.05,30.52,56.19,Moderate
58.21,6.8,1.58,57.41,47.7,58.17,21.95,28.34,58.12,Healthy
80.72,8.13,2.16,34.75,25.41,27.57,36.25,32.9,100.0,Moderate
48.34,7.08,1.55,76.9,30.29,36.54,22.65,28.66,68.15,Healthy
57.65,6.63,1.51,60.0,33.12,44.57,30.09,24.32,75.33,Healthy
54.76,6.81,1.48,55.11,56.03,50.1,24.87,22.05,66.27,Healthy
